transactionType,transactionAmount,Order Invoice Date,orderId,invoiceNumbr,Hsn Code,Marketplace Trasaction Type,cgst,sgst,igst,taxRate
Courier Fee,-60,08-DEC-2025,68403324156,S0D3E8/25/2055,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68403324156,S0D3E8/25/2055,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68403324156,S0D3E8/25/2055,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68398164437,S0D3E8/25/2053,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68398164437,S0D3E8/25/2053,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68398164437,S0D3E8/25/2053,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68354606968,S0D3E8/25/2045,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68354606968,S0D3E8/25/2045,70181010,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68354606968,S0D3E8/25/2045,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,08-DEC-2025,68394976510,S0D3E8/25/2051,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,08-DEC-2025,68394976510,S0D3E8/25/2051,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,08-DEC-2025,68394976510,S0D3E8/25/2051,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,-60,08-DEC-2025,68348602518,S0D3E8/25/2027,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,08-DEC-2025,68348602518,S0D3E8/25/2027,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,08-DEC-2025,68348602518,S0D3E8/25/2027,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,60,05-NOV-2025,67726784577,S0D3E8/25/1695,71171100,COD Vendor Invoice,0,0,9.23,0.18
Marketing Fee,-28.73,05-NOV-2025,67726784577,S0D3E8/25/1695,71171100,NCOD Vendor Invoice,0,0,9.23,0.18
Payment Collection Fee,20,05-NOV-2025,67726784577,S0D3E8/25/1695,71171100,COD Vendor Invoice,0,0,9.23,0.18
Courier Fee,-60,10-DEC-2025,68407160660,S0D3E8/25/2064,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,10-DEC-2025,68407160660,S0D3E8/25/2064,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,10-DEC-2025,68407160660,S0D3E8/25/2064,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,10-DEC-2025,68403033450,S0D3E8/25/2061,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68403033450,S0D3E8/25/2061,70181010,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68403033450,S0D3E8/25/2061,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68429457395,S0D3E8/25/2072,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,10-DEC-2025,68429457395,S0D3E8/25/2072,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,10-DEC-2025,68429457395,S0D3E8/25/2072,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,10-DEC-2025,68419906945,S0D3E8/25/2065,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,10-DEC-2025,68419906945,S0D3E8/25/2065,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,10-DEC-2025,68419906945,S0D3E8/25/2065,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,10-DEC-2025,68429034929,S0D3E8/25/2071,71131110,COD Vendor Invoice,0,0,-8.92,0.18
Marketing Fee,30.42,10-DEC-2025,68429034929,S0D3E8/25/2071,71131110,NCOD Vendor Invoice,0,0,-8.92,0.18
Payment Collection Fee,-20,10-DEC-2025,68429034929,S0D3E8/25/2071,71131110,COD Vendor Invoice,0,0,-8.92,0.18
Courier Fee,-60,10-DEC-2025,68426918691,S0D3E8/25/2069,71131110,COD Vendor Invoice,0,0,-6.48,0.18
Marketing Fee,43.98,10-DEC-2025,68426918691,S0D3E8/25/2069,71131110,NCOD Vendor Invoice,0,0,-6.48,0.18
Payment Collection Fee,-20,10-DEC-2025,68426918691,S0D3E8/25/2069,71131110,COD Vendor Invoice,0,0,-6.48,0.18
Courier Fee,-60,10-DEC-2025,68428300190,S0D3E8/25/2070,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68428300190,S0D3E8/25/2070,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68428300190,S0D3E8/25/2070,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68405264661,S0D3E8/25/2063,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68405264661,S0D3E8/25/2063,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68405264661,S0D3E8/25/2063,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68397426059,S0D3E8/25/2058,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68397426059,S0D3E8/25/2058,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68397426059,S0D3E8/25/2058,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68398925768,S0D3E8/25/2059,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68398925768,S0D3E8/25/2059,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68398925768,S0D3E8/25/2059,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68421843741,S0D3E8/25/2067,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68421843741,S0D3E8/25/2067,71131110,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68421843741,S0D3E8/25/2067,71131110,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68424642623,S0D3E8/25/2068,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,10-DEC-2025,68424642623,S0D3E8/25/2068,71131110,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,10-DEC-2025,68424642623,S0D3E8/25/2068,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,-60,10-DEC-2025,68404493386,S0D3E8/25/2062,71131110,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,10-DEC-2025,68404493386,S0D3E8/25/2062,71131110,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,10-DEC-2025,68404493386,S0D3E8/25/2062,71131110,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,10-DEC-2025,68421721919,S0D3E8/25/2066,71131110,COD Vendor Invoice,0,0,-4.96,0.18
Marketing Fee,52.46,10-DEC-2025,68421721919,S0D3E8/25/2066,71131110,NCOD Vendor Invoice,0,0,-4.96,0.18
Payment Collection Fee,-20,10-DEC-2025,68421721919,S0D3E8/25/2066,71131110,COD Vendor Invoice,0,0,-4.96,0.18
Courier Fee,-60,10-DEC-2025,68402155933,S0D3E8/25/2060,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,10-DEC-2025,68402155933,S0D3E8/25/2060,71131110,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,10-DEC-2025,68402155933,S0D3E8/25/2060,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,60,10-NOV-2025,67831581721,S0D3E8/25/1753,71171100,COD Vendor Invoice,0,0,7.25,0.18
Marketing Fee,-39.75,10-NOV-2025,67831581721,S0D3E8/25/1753,71171100,NCOD Vendor Invoice,0,0,7.25,0.18
Payment Collection Fee,20,10-NOV-2025,67831581721,S0D3E8/25/1753,71171100,COD Vendor Invoice,0,0,7.25,0.18
Courier Fee,60,19-NOV-2025,68031973495,S0D3E8/25/1856,70181090,COD Vendor Invoice,0,0,9.99,0.18
Marketing Fee,-24.49,19-NOV-2025,68031973495,S0D3E8/25/1856,70181090,NCOD Vendor Invoice,0,0,9.99,0.18
Payment Collection Fee,20,19-NOV-2025,68031973495,S0D3E8/25/1856,70181090,COD Vendor Invoice,0,0,9.99,0.18
Courier Fee,60,18-NOV-2025,68012730959,S0D3E8/25/1848,71171100,COD Vendor Invoice,0,0,13.5,0.18
Marketing Fee,-5,18-NOV-2025,68012730959,S0D3E8/25/1848,71171100,NCOD Vendor Invoice,0,0,13.5,0.18
Payment Collection Fee,20,18-NOV-2025,68012730959,S0D3E8/25/1848,71171100,COD Vendor Invoice,0,0,13.5,0.18
Courier Fee,-60,10-DEC-2025,68441959796,S0D3E8/25/2085,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,10-DEC-2025,68441959796,S0D3E8/25/2085,71171100,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,10-DEC-2025,68441959796,S0D3E8/25/2085,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,10-DEC-2025,68425415323,S0D3E8/25/2078,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68425415323,S0D3E8/25/2078,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68425415323,S0D3E8/25/2078,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68441410286,S0D3E8/25/2084,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,10-DEC-2025,68441410286,S0D3E8/25/2084,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,10-DEC-2025,68441410286,S0D3E8/25/2084,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,10-DEC-2025,68423795139,S0D3E8/25/2077,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,10-DEC-2025,68423795139,S0D3E8/25/2077,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,10-DEC-2025,68423795139,S0D3E8/25/2077,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,10-DEC-2025,68417226429,S0D3E8/25/2073,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,10-DEC-2025,68417226429,S0D3E8/25/2073,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,10-DEC-2025,68417226429,S0D3E8/25/2073,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,10-DEC-2025,68420520554,S0D3E8/25/2075,71131110,COD Vendor Invoice,0,0,-10.6,0.18
Marketing Fee,21.1,10-DEC-2025,68420520554,S0D3E8/25/2075,71131110,NCOD Vendor Invoice,0,0,-10.6,0.18
Payment Collection Fee,-20,10-DEC-2025,68420520554,S0D3E8/25/2075,71131110,COD Vendor Invoice,0,0,-10.6,0.18
Courier Fee,-60,10-DEC-2025,68419262190,S0D3E8/25/2074,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68419262190,S0D3E8/25/2074,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68419262190,S0D3E8/25/2074,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68446507133,S0D3E8/25/2086,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,10-DEC-2025,68446507133,S0D3E8/25/2086,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,10-DEC-2025,68446507133,S0D3E8/25/2086,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,60,19-NOV-2025,68025817656,S0D3E8/25/1853,71171100,COD Vendor Invoice,0,0,7.09,0.18
Marketing Fee,-40.59,19-NOV-2025,68025817656,S0D3E8/25/1853,71171100,NCOD Vendor Invoice,0,0,7.09,0.18
Payment Collection Fee,20,19-NOV-2025,68025817656,S0D3E8/25/1853,71171100,COD Vendor Invoice,0,0,7.09,0.18
Courier Fee,60,01-NOV-2025,67658530530,S0D3E8/25/1645,71171100,COD Vendor Invoice,0,0,7.7,0.18
Marketing Fee,-37.2,01-NOV-2025,67658530530,S0D3E8/25/1645,71171100,NCOD Vendor Invoice,0,0,7.7,0.18
Payment Collection Fee,20,01-NOV-2025,67658530530,S0D3E8/25/1645,71171100,COD Vendor Invoice,0,0,7.7,0.18
Courier Fee,-60,10-DEC-2025,68421396092,S0D3E8/25/2076,71131110,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,10-DEC-2025,68421396092,S0D3E8/25/2076,71131110,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,10-DEC-2025,68421396092,S0D3E8/25/2076,71131110,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,10-DEC-2025,68425537058,S0D3E8/25/2079,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,10-DEC-2025,68425537058,S0D3E8/25/2079,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,10-DEC-2025,68425537058,S0D3E8/25/2079,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,10-DEC-2025,68434632025,S0D3E8/25/2082,71171100,COD Vendor Invoice,0,0,-10.6,0.18
Marketing Fee,21.1,10-DEC-2025,68434632025,S0D3E8/25/2082,71171100,NCOD Vendor Invoice,0,0,-10.6,0.18
Payment Collection Fee,-20,10-DEC-2025,68434632025,S0D3E8/25/2082,71171100,COD Vendor Invoice,0,0,-10.6,0.18
Courier Fee,-60,10-DEC-2025,68431032650,S0D3E8/25/2081,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,10-DEC-2025,68431032650,S0D3E8/25/2081,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,10-DEC-2025,68431032650,S0D3E8/25/2081,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,10-DEC-2025,68426019874,S0D3E8/25/2080,70181090,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,10-DEC-2025,68426019874,S0D3E8/25/2080,70181090,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,10-DEC-2025,68426019874,S0D3E8/25/2080,70181090,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,10-DEC-2025,68434956072,S0D3E8/25/2083,71131110,COD Vendor Invoice,0,0,-8.16,0.18
Marketing Fee,34.66,10-DEC-2025,68434956072,S0D3E8/25/2083,71131110,NCOD Vendor Invoice,0,0,-8.16,0.18
Payment Collection Fee,-20,10-DEC-2025,68434956072,S0D3E8/25/2083,71131110,COD Vendor Invoice,0,0,-8.16,0.18
Courier Fee,60,07-NOV-2025,67778628060,S0D3E8/25/1730,71131110,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,07-NOV-2025,67778628060,S0D3E8/25/1730,71131110,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,07-NOV-2025,67778628060,S0D3E8/25/1730,71131110,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,24-NOV-2025,68126602846,S0D3E8/25/1908,71131110,COD Vendor Invoice,0,0,9.53,0.18
Marketing Fee,-27.03,24-NOV-2025,68126602846,S0D3E8/25/1908,71131110,NCOD Vendor Invoice,0,0,9.53,0.18
Payment Collection Fee,20,24-NOV-2025,68126602846,S0D3E8/25/1908,71131110,COD Vendor Invoice,0,0,9.53,0.18
Courier Fee,-60,12-DEC-2025,68442355198,S0D3E8/25/2089,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,12-DEC-2025,68442355198,S0D3E8/25/2089,71171100,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,12-DEC-2025,68442355198,S0D3E8/25/2089,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,12-DEC-2025,68453155361,S0D3E8/25/2094,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,12-DEC-2025,68453155361,S0D3E8/25/2094,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,12-DEC-2025,68453155361,S0D3E8/25/2094,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,12-DEC-2025,68451333822,S0D3E8/25/2093,71131110,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,12-DEC-2025,68451333822,S0D3E8/25/2093,71131110,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,12-DEC-2025,68451333822,S0D3E8/25/2093,71131110,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,60,24-NOV-2025,68126602836,S0D3E8/25/1908,71131110,COD Vendor Invoice,0,0,9.53,0.18
Marketing Fee,-27.03,24-NOV-2025,68126602836,S0D3E8/25/1908,71131110,NCOD Vendor Invoice,0,0,9.53,0.18
Payment Collection Fee,20,24-NOV-2025,68126602836,S0D3E8/25/1908,71131110,COD Vendor Invoice,0,0,9.53,0.18
Courier Fee,60,24-NOV-2025,68126682855,S0D3E8/25/1908,71131110,COD Vendor Invoice,0,0,9.53,0.18
Marketing Fee,-27.03,24-NOV-2025,68126682855,S0D3E8/25/1908,71131110,NCOD Vendor Invoice,0,0,9.53,0.18
Payment Collection Fee,20,24-NOV-2025,68126682855,S0D3E8/25/1908,71131110,COD Vendor Invoice,0,0,9.53,0.18
Courier Fee,60,10-NOV-2025,67848412186,S0D3E8/25/1756,71171100,COD Vendor Invoice,0,0,8.62,0.18
Marketing Fee,-32.12,10-NOV-2025,67848412186,S0D3E8/25/1756,71171100,NCOD Vendor Invoice,0,0,8.62,0.18
Payment Collection Fee,20,10-NOV-2025,67848412186,S0D3E8/25/1756,71171100,COD Vendor Invoice,0,0,8.62,0.18
Courier Fee,60,29-OCT-2025,67621865298,S0D3E8/25/1596,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,29-OCT-2025,67621865298,S0D3E8/25/1596,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,29-OCT-2025,67621865298,S0D3E8/25/1596,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,30-OCT-2025,67663530441,S0D3E8/25/1629,71171100,COD Vendor Invoice,0,0,7.86,0.18
Marketing Fee,-36.36,30-OCT-2025,67663530441,S0D3E8/25/1629,71171100,NCOD Vendor Invoice,0,0,7.86,0.18
Payment Collection Fee,20,30-OCT-2025,67663530441,S0D3E8/25/1629,71171100,COD Vendor Invoice,0,0,7.86,0.18
Courier Fee,-60,13-DEC-2025,68449784346,S0D3E8/25/2099,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,13-DEC-2025,68449784346,S0D3E8/25/2099,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,13-DEC-2025,68449784346,S0D3E8/25/2099,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,13-DEC-2025,68463946371,S0D3E8/25/2101,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,13-DEC-2025,68463946371,S0D3E8/25/2101,71131110,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,13-DEC-2025,68463946371,S0D3E8/25/2101,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,12-DEC-2025,68464751200,S0D3E8/25/2098,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,12-DEC-2025,68464751200,S0D3E8/25/2098,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,12-DEC-2025,68464751200,S0D3E8/25/2098,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,12-DEC-2025,68443785386,S0D3E8/25/2090,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,12-DEC-2025,68443785386,S0D3E8/25/2090,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,12-DEC-2025,68443785386,S0D3E8/25/2090,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,12-DEC-2025,68456004101,S0D3E8/25/2095,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,12-DEC-2025,68456004101,S0D3E8/25/2095,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,12-DEC-2025,68456004101,S0D3E8/25/2095,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,12-DEC-2025,68451025932,S0D3E8/25/2092,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,12-DEC-2025,68451025932,S0D3E8/25/2092,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,12-DEC-2025,68451025932,S0D3E8/25/2092,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,12-DEC-2025,68434272792,S0D3E8/25/2087,70181010,COD Vendor Invoice,0,0,-9.38,0.18
Marketing Fee,27.88,12-DEC-2025,68434272792,S0D3E8/25/2087,70181010,NCOD Vendor Invoice,0,0,-9.38,0.18
Payment Collection Fee,-20,12-DEC-2025,68434272792,S0D3E8/25/2087,70181010,COD Vendor Invoice,0,0,-9.38,0.18
Courier Fee,-60,13-DEC-2025,68480118758,S0D3E8/25/2107,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,13-DEC-2025,68480118758,S0D3E8/25/2107,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,13-DEC-2025,68480118758,S0D3E8/25/2107,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,12-DEC-2025,68460641035,S0D3E8/25/2097,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,12-DEC-2025,68460641035,S0D3E8/25/2097,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,12-DEC-2025,68460641035,S0D3E8/25/2097,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,13-DEC-2025,68465032752,S0D3E8/25/2102,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,13-DEC-2025,68465032752,S0D3E8/25/2102,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,13-DEC-2025,68465032752,S0D3E8/25/2102,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,12-DEC-2025,68440790716,S0D3E8/25/2088,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,12-DEC-2025,68440790716,S0D3E8/25/2088,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,12-DEC-2025,68440790716,S0D3E8/25/2088,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,60,06-NOV-2025,67750869347,S0D3E8/25/1714,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,06-NOV-2025,67750869347,S0D3E8/25/1714,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,06-NOV-2025,67750869347,S0D3E8/25/1714,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,12-DEC-2025,68445326840,S0D3E8/25/2091,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,12-DEC-2025,68445326840,S0D3E8/25/2091,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,12-DEC-2025,68445326840,S0D3E8/25/2091,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,13-DEC-2025,68472905971,S0D3E8/25/2105,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,13-DEC-2025,68472905971,S0D3E8/25/2105,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,13-DEC-2025,68472905971,S0D3E8/25/2105,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,13-DEC-2025,68467959007,S0D3E8/25/2103,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,13-DEC-2025,68467959007,S0D3E8/25/2103,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,13-DEC-2025,68467959007,S0D3E8/25/2103,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,12-DEC-2025,68459749318,S0D3E8/25/2096,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,12-DEC-2025,68459749318,S0D3E8/25/2096,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,12-DEC-2025,68459749318,S0D3E8/25/2096,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,13-DEC-2025,68454566864,S0D3E8/25/2100,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,13-DEC-2025,68454566864,S0D3E8/25/2100,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,13-DEC-2025,68454566864,S0D3E8/25/2100,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,13-DEC-2025,68469121893,S0D3E8/25/2104,71131110,COD Vendor Invoice,0,0,-4.19,0.18
Marketing Fee,56.69,13-DEC-2025,68469121893,S0D3E8/25/2104,71131110,NCOD Vendor Invoice,0,0,-4.19,0.18
Payment Collection Fee,-20,13-DEC-2025,68469121893,S0D3E8/25/2104,71131110,COD Vendor Invoice,0,0,-4.19,0.18
Courier Fee,-60,13-DEC-2025,68475808009,S0D3E8/25/2106,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,13-DEC-2025,68475808009,S0D3E8/25/2106,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,13-DEC-2025,68475808009,S0D3E8/25/2106,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,60,28-NOV-2025,68191162101,S0D3E8/25/1936,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,28-NOV-2025,68191162101,S0D3E8/25/1936,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,28-NOV-2025,68191162101,S0D3E8/25/1936,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,17-NOV-2025,67987900083,S0D3E8/25/1838,71171100,COD Vendor Invoice,0,0,10.14,0.18
